"TurnId","OrderNo","ItemNo","Direction1","Distance1","Direction2","Distance2","Direction3","Distance3"
"307EOct1808","7","","","","","","",""
"307EOct1808","8","","","","","","",""
"307EOct1808","9","","","","","","",""
"307EOct1808","10","","","","","","",""
"307EOct1808","11","","","","","","",""
"307EOct1808","12","","","","","","",""
"307EOct1808","13","","","","","","",""
"307EOct1808","14","","","","","","",""
"307EOct1808","15","","","","","","",""
"307EOct1808","16","","","","","","",""
"307EOct1808","17","","","","","","",""
"307EOct1808","18","","","","","","",""
"307EOct1808","19","","","","","","",""
"307EOct1808","20","","","","","","",""
"307EOct1808","21","","","","","","",""
"307EOct1808","22","","","","","","",""
"307EOct1808","23","","","","","","",""
"307EOct1808","24","","","","","","",""
"307EOct1808","25","","","","","","",""
"307EOct1808","26","","","","","","",""
"307EOct1808","27","","","","","","",""
"307EOct1808","28","","","","","","",""
"307EOct1808","29","","","","","","",""
"307EOct1808","30","","","","","","",""
"307EOct1809","1","","","","","","",""
"307EOct1809","2","","","","","","",""
"307EOct1809","3","","","","","","",""
"307EOct1809","4","","","","","","",""
"307EOct1809","5","","","","","","",""
"307EOct1809","6","","","","","","",""
"307EOct1809","7","","","","","","",""
"307EOct1809","8","","","","","","",""
"307EOct1809","9","","","","","","",""
"307EOct1809","10","","","","","","",""
"307EOct1809","11","","","","","","",""
"307EOct1809","12","","","","","","",""
"307EOct1809","13","","","","","","",""
"307EOct1809","14","","","","","","",""
"307EOct1809","15","","","","","","",""
"307EOct1809","16","","","","","","",""
"307EOct1809","17","","","","","","",""
"307EOct1809","18","","","","","","",""
"307EOct1809","19","","","","","","",""
"307EOct1809","20","","","","","","",""
"307EOct1809","21","","","","","","",""
"307EOct1809","22","","","","","","",""
"307EOct1809","23","","","","","","",""
"307EOct1809","24","","","","","","",""
"307EOct1809","25","","","","","","",""
"307EOct1809","26","","","","","","",""
"307EOct1809","27","","","","","","",""
"307EOct1809","28","","","","","","",""
"307EOct1809","29","","","","","","",""
"307EOct1809","30","","","","","","",""
"307ESep1808","1","","","","","","",""
"307ESep1808","2","","","","","","",""
"307ESep1808","3","","","","","","",""
"307ESep1808","4","","","","","","",""
"307ESep1808","5","","","","","","",""
"307ESep1808","6","","","","","","",""
"307ESep1808","7","","","","","","",""
"307ESep1808","8","","","","","","",""
"307ESep1808","9","","","","","","",""
"307ESep1808","10","","","","","","",""
"307ESep1808","11","","","","","","",""
"307ESep1808","12","","","","","","",""
"307ESep1808","13","","","","","","",""
"307ESep1808","14","","","","","","",""
"307ESep1808","15","","","","","","",""
"307ESep1808","16","","","","","","",""
"307ESep1808","17","","","","","","",""
"307ESep1808","18","","","","","","",""
"307ESep1808","19","","","","","","",""
"307ESep1808","20","","","","","","",""
"307ESep1808","21","","","","","","",""
"307ESep1808","22","","","","","","",""
"307ESep1808","23","","","","","","",""
"307ESep1808","24","","","","","","",""
"307ESep1808","25","","","","","","",""
"307ESep1808","26","","","","","","",""
"307ESep1808","27","","","","","","",""
"307ESep1808","28","","","","","","",""
"307ESep1808","29","","","","","","",""
"307ESep1808","30","","","","","","",""
"307ESep1809","1","","","","","","",""
"307ESep1809","2","","","","","","",""
"307ESep1809","3","","","","","","",""
"307ESep1809","4","","","","","","",""
"307ESep1809","5","","","","","","",""
"307ESep1809","6","","","","","","",""
"307ESep1809","7","","","","","","",""
"307ESep1809","8","","","","","","",""
"307ESep1809","9","","","","","","",""
"307ESep1809","10","","","","","","",""
"307ESep1809","11","","","","","","",""
"307ESep1809","12","","","","","","",""
"307ESep1809","13","","","","","","",""
"307ESep1809","14","","","","","","",""
"307ESep1809","15","","","","","","",""
"307ESep1809","16","","","","","","",""
"307ESep1809","17","","","","","","",""
"307ESep1809","18","","","","","","",""
"307ESep1809","19","","","","","","",""
"307ESep1809","20","","","","","","",""
"307ESep1809","21","","","","","","",""
"307ESep1809","22","","","","","","",""
"307ESep1809","23","","","","","","",""
"307ESep1809","24","","","","","","",""
"307ESep1809","25","","","","","","",""
"307ESep1809","26","","","","","","",""
"307ESep1809","27","","","","","","",""
"307ESep1809","28","","","","","","",""
"307ESep1809","29","","","","","","",""
"307ESep1809","30","","","","","","",""
"348BAug1809","1","","","","","","",""
"348BAug1809","2","","","","","","",""
"348BAug1809","3","","","","","","",""
"348BAug1809","4","","","","","","",""
"348BAug1809","5","","","","","","",""
"348BAug1809","6","","","","","","",""
"348BAug1809","7","","","","","","",""
"348BAug1809","8","","","","","","",""
"348BAug1809","9","","","","","","",""
"348BAug1809","10","","","","","","",""
"348BAug1809","11","","","","","","",""
"348BAug1809","12","","","","","","",""
"348BAug1809","13","","","","","","",""
"348BAug1809","14","","","","","","",""
"348BAug1809","15","","","","","","",""
"348BAug1809","16","","","","","","",""
"348BAug1809","17","","","","","","",""
"348BAug1809","18","","","","","","",""
"348BAug1809","19","","","","","","",""
"348BAug1809","20","","","","","","",""
"348BAug1809","21","","","","","","",""
"348BAug1809","22","","","","","","",""
"348BAug1809","23","","","","","","",""
"348BAug1809","24","","","","","","",""
"348BAug1809","25","","","","","","",""
"348BAug1809","26","","","","","","",""
"348BAug1809","27","","","","","","",""
"348BAug1809","28","","","","","","",""
"348BAug1809","29","","","","","","",""
"348BAug1809","30","","","","","","",""
"348BSep1809","1","","","","","","",""
"348BSep1809","2","","","","","","",""
"348BSep1809","3","","","","","","",""
"348BSep1809","4","","","","","","",""
"348BSep1809","5","","","","","","",""
"348BSep1809","6","","","","","","",""
"348BSep1809","7","","","","","","",""
"348BSep1809","8","","","","","","",""
"348BSep1809","9","","","","","","",""
"348BSep1809","10","","","","","","",""
"348BSep1809","11","","","","","","",""
"348BSep1809","12","","","","","","",""
"348BSep1809","13","","","","","","",""
"348BSep1809","14","","","","","","",""
"348BSep1809","15","","","","","","",""
"348BSep1809","16","","","","","","",""
"348BSep1809","17","","","","","","",""
"348BSep1809","18","","","","","","",""
"348BSep1809","19","","","","","","",""
"348BSep1809","20","","","","","","",""
"348BSep1809","21","","","","","","",""
"348BSep1809","22","","","","","","",""
"348BSep1809","23","","","","","","",""
"348BSep1809","24","","","","","","",""
"348BSep1809","25","","","","","","",""
"348BSep1809","26","","","","","","",""
"348BSep1809","27","","","","","","",""
"348BSep1809","28","","","","","","",""
"348BSep1809","29","","","","","","",""
"348BSep1809","30","","","","","","",""
"348EAug1809","1","","","","","","",""
"348EAug1809","2","","","","","","",""
"348EAug1809","3","","","","","","",""
"348EAug1809","4","","","","","","",""
"348EAug1809","5","","","","","","",""
"348EAug1809","6","","","","","","",""
"348EAug1809","7","","","","","","",""
"348EAug1809","8","","","","","","",""
"348EAug1809","9","","","","","","",""
"348EAug1809","10","","","","","","",""
"348EAug1809","11","","","","","","",""
"348EAug1809","12","","","","","","",""
"348EAug1809","13","","","","","","",""
"348EAug1809","14","","","","","","",""
"348EAug1809","15","","","","","","",""
"348EAug1809","16","","","","","","",""
"348EAug1809","17","","","","","","",""
"348EAug1809","18","","","","","","",""
"348EAug1809","19","","","","","","",""
"348EAug1809","20","","","","","","",""
"348EAug1809","21","","","","","","",""
"348EAug1809","22","","","","","","",""
"348EAug1809","23","","","","","","",""
"348EAug1809","24","","","","","","",""
"348EAug1809","25","","","","","","",""
"348EAug1809","26","","","","","","",""
"348EAug1809","27","","","","","","",""
"348EAug1809","28","","","","","","",""
"348EAug1809","29","","","","","","",""
"348EAug1809","30","","","","","","",""
"348ESep1809","1","","","","","","",""
"348ESep1809","2","","","","","","",""
"348ESep1809","3","","","","","","",""
"348ESep1809","4","","","","","","",""
"348ESep1809","5","","","","","","",""
"348ESep1809","6","","","","","","",""
"348ESep1809","7","","","","","","",""
"348ESep1809","8","","","","","","",""
"348ESep1809","9","","","","","","",""
"348ESep1809","10","","","","","","",""
"348ESep1809","11","","","","","","",""
"348ESep1809","12","","","","","","",""
"348ESep1809","13","","","","","","",""
"348ESep1809","14","","","","","","",""
"348ESep1809","15","","","","","","",""
"348ESep1809","16","","","","","","",""
"348ESep1809","17","","","","","","",""
"348ESep1809","18","","","","","","",""
"348ESep1809","19","","","","","","",""
"348ESep1809","20","","","","","","",""
"348ESep1809","21","","","","","","",""
"348ESep1809","22","","","","","","",""
"348ESep1809","23","","","","","","",""
"348ESep1809","24","","","","","","",""
"348ESep1809","25","","","","","","",""
"348ESep1809","26","","","","","","",""
"348ESep1809","27","","","","","","",""
"348ESep1809","28","","","","","","",""
"348ESep1809","29","","","","","","",""
"348ESep1809","30","","","","","","",""
"undefined","1","4131","4","1","0","0","0","0"
"undefined","2","4133","4","4","","","",""
"undefined","3","4134","4","1","","","",""
"undefined","4","4136","5","1","","","",""
"undefined","5","4304","2","1","4","1","3","3"
"undefined","6","","","","","","",""
"undefined","7","","","","","","",""
"undefined","8","","","","","","",""
"undefined","9","","","","","","",""
"undefined","10","","","","","","",""
"undefined","11","","","","","","",""
"undefined","12","","","","","","",""
"undefined","13","","","","","","",""
"undefined","14","","","","","","",""
"undefined","15","","","","","","",""
"undefined","16","","","","","","",""
"undefined","17","","","","","","",""
"undefined","18","","","","","","",""
"undefined","19","","","","","","",""
"undefined","20","","","","","","",""
"undefined","21","","","","","","",""
"undefined","22","","","","","","",""
"undefined","23","","","","","","",""
"undefined","24","","","","","","",""
"undefined","25","","","","","","",""
"undefined","26","","","","","","",""
"undefined","27","","","","","","",""
"undefined","28","","","","","","",""
"undefined","29","","","","","","",""
"undefined","30","","","","","","",""
